course_ID,student_ID,student_in_course_id
f61985b87284171a,f63b0b2f7c48c85f,0a4090b099eb975f
f61985b87284171a,f67d38dee48d641f,748ca7aca51ae858
f61985b87284171a,16f9cbf0d5f0e513,74b14e21b64828c4
f61985b87284171a,430112d4d154a44f,a3557b8b761cc61c
f61985b87284171a,1c9b7a8801c65988,4f1198e7dec15a08
f61985b87284171a,0fd78ece486e8df4,a597f4c21cba62df
f61985b87284171a,903d839e277ca6b9,b1f1dd279453ef88
f61985b87284171a,968c68d2315a8b10,6c4b7a566a18340d
f61985b87284171a,a76d22eb46a882d2,1f8ad8669a5bdb41
f61985b87284171a,acba40bab03a4ffa,0206ddc891f39107
f61985b87284171a,17c2828310d5b53f,562728b53e9e9855
f61985b87284171a,1fc8a832c8b0e7eb,476f118376b6b4f1
f61985b87284171a,77c348da88fc545f,03beca0d3cb20a6d
f61985b87284171a,39337032678769de,e5b3bafe15e2aae2
f61985b87284171a,4cb33c4df7a6ad3d,3638af5b09e8957d
f61985b87284171a,99b92b9c4c483607,f67f88df6f7bed17
f61985b87284171a,77032360e19b5c5d,19601cde8ac8d712
f61985b87284171a,e3931e02fc68d82d,445d75735c560a2f
f61985b87284171a,da9572d6f327dacc,75913ee05cffd6c4
f61985b87284171a,b53ea15d2bf8cddf,8ea554d7350fafc3
dc295cc4dd09d5b1,e3931e02fc68d82d,00d977382135e962
dc295cc4dd09d5b1,da9572d6f327dacc,78192944217405c5
dc295cc4dd09d5b1,5c522dea727d73ff,108b04e7ca00bcfa
dc295cc4dd09d5b1,34bd8ab074e7b98a,1860adc2c496bf65
dc295cc4dd09d5b1,b53ea15d2bf8cddf,4ed242bdb24824ff
dc295cc4dd09d5b1,b793a74d2b46a9e2,178a1e5e419612b8
dc295cc4dd09d5b1,acba40bab03a4ffa,1966d6e098d8343c
dc295cc4dd09d5b1,759574f70a587583,1f8f83bf823bd327
dc295cc4dd09d5b1,2d1315b59416e860,53dfd5991b80465f
dc295cc4dd09d5b1,4637d59c67fa381d,ce1e544b968471b7
dc295cc4dd09d5b1,48c8f81933b65fec,a83bc95befe86cbf
dc295cc4dd09d5b1,a3b48d08bc213e18,d89321c3f4a96f5a
dc295cc4dd09d5b1,e95ebbd781fabcf6,35c94346d9a7fffc
dc295cc4dd09d5b1,d61fd8fe5c991ee6,2feff3601a54c3ef
dc295cc4dd09d5b1,098596e62af1dd37,27b2c48f07d41699
dc295cc4dd09d5b1,03e31f7b56484c52,19701879cf3d863f
dc295cc4dd09d5b1,c90b4854962bdf21,a26f618490946c77
dc295cc4dd09d5b1,2900febd15740bcd,36f0f0a391ed1252
dc295cc4dd09d5b1,251889e87627aad1,ad9bb62f41a12bd5
dc295cc4dd09d5b1,03bcb22cc65703df,3b05eda8ea5644b6
dc295cc4dd09d5b1,f3666c5231ecb4cf,7ba5af07520a4805
dc295cc4dd09d5b1,1343e8c76c454d69,67652a44e3f96760
39104442b2660b56,015b84362e18c823,c2a9e23f2ce7fe19
39104442b2660b56,fc9ff6de8851b42d,8b31a2c34ac1c3d9
39104442b2660b56,437a5ec48076ed5f,44d6f5c175962a32
39104442b2660b56,a5d4495a9a8de644,110e8d9ee23eb23b
39104442b2660b56,3d3a1ac4e4fca85e,3b0893e66f7f3f8b
39104442b2660b56,aad1d485d5bf23b3,7877ea798c878317
39104442b2660b56,de3e7cf34fb8076d,f7cbce4fee79596f
39104442b2660b56,0647e9f7670b1b8f,f0dc41bd1cfdc641
39104442b2660b56,46c544700961563f,0367c358cb95147c
39104442b2660b56,6a87b8e36947c92d,571f5b580960250c
39104442b2660b56,a533406c476523de,0630c8baeec59ecf
39104442b2660b56,1e9f3df82508d44c,1cad62b68ad504e5
39104442b2660b56,17a2fa4e2eb77044,13a77da6e798529e
39104442b2660b56,2da6756c9a30c038,41b83ff74bc4ccf4
39104442b2660b56,5018f42297a6c369,808a684c74a4c36b
39104442b2660b56,14d099c161cf3bea,d9fe266d89486cb9
aa1285c87284171a,f63b0b2f7c48c85f,5d7a2b34c9f68123
aa1285c87284171a,f67d38dee48d641f,8c1f0a9e5b762d47
aa1285c87284171a,16f9cbf0d5f0e513,3e9b5a4d8c7612f0
aa1285c87284171a,430112d4d154a44f,9a7e3c8d5b2416f0
aa1285c87284171a,1c9b7a8801c65988,2f5a9b3e8d7614c0
aa1285c87284171a,0fd78ece486e8df4,7c3a5b9e2d4618f0
aa1285c87284171a,903d839e277ca6b9,6b8d5a3e9f0214c7
aa1285c87284171a,968c68d2315a8b10,1d5f3a7b9e6428c0
aa1285c87284171a,a76d22eb46a882d2,4b7e3d5a9c2618f0
aa1285c87284171a,acba40bab03a4ffa,3e5a9d7b6c2418f0
aa1285c87284171a,17c2828310d5b53f,5b3a7d9e6f2418c0
aa1285c87284171a,1fc8a832c8b0e7eb,7d3e5a9b6c2418f0
aa1285c87284171a,77c348da88fc545f,2f5a3e9d7b4618c0
aa1285c87284171a,39337032678769de,6b3e5a9d7f2418c0
aa1285c87284171a,4cb33c4df7a6ad3d,5a3e7d9b6c2418f0
aa1285c87284171a,99b92b9c4c483607,7e3d5a9b6c2418f0
aa1285c87284171a,77032360e19b5c5d,2f5a3e9d7b6418c0
aa1285c87284171a,e3931e02fc68d82d,6b3e5a9d8f2418c0
aa1285c87284171a,da9572d6f327dacc,5a3e7d9c6c2418f0
aa1285c87284171a,b53ea15d2bf8cddf,7e3d5a9c6c2418f0
bb365cc4dd09d5b1,e3931e02fc68d82d,5f1b0c2e8d7a3b24
bb365cc4dd09d5b1,da9572d6f327dacc,a9c5d9f831b64d72
bb365cc4dd09d5b1,5c522dea727d73ff,fc2a3d1576e394a0
bb365cc4dd09d5b1,34bd8ab074e7b98a,3e9b41f2e86c75b0
bb365cc4dd09d5b1,b53ea15d2bf8cddf,e37d5439ab1c68d2
bb365cc4dd09d5b1,b793a74d2b46a9e2,b9f30a69d2e74c81
bb365cc4dd09d5b1,acba40bab03a4ffa,71c62d98c3e05a4f
bb365cc4dd09d5b1,759574f70a587583,4c2a5d17f8b620e9
bb365cc4dd09d5b1,2d1315b59416e860,c5f80e27a9b1364d
bb365cc4dd09d5b1,4637d59c67fa381d,8f2c5d30b7a9146e
bb365cc4dd09d5b1,48c8f81933b65fec,a60f9b427e3d15c8
bb365cc4dd09d5b1,a3b48d08bc213e18,bd7a8c205e9f4316
bb365cc4dd09d5b1,e95ebbd781fabcf6,d01c7a53689e25fb
bb365cc4dd09d5b1,d61fd8fe5c991ee6,f83b2e509c16da47
bb365cc4dd09d5b1,098596e62af1dd37,43d1a2f7c8095e36
bb365cc4dd09d5b1,03e31f7b56484c52,7c2e4d50fa19b6d8
bb365cc4dd09d5b1,c90b4854962bdf21,e5a0f8b13d472c69
bb365cc4dd09d5b1,2900febd15740bcd,9a3d72c5b081f46e
bb365cc4dd09d5b1,251889e87627aad1,1c8a7d20e639f54b
bb365cc4dd09d5b1,03bcb22cc65703df,f47d13c2e9a805b6
bb365cc4dd09d5b1,f3666c5231ecb4cf,6d1c32b7a9e0458f
bb365cc4dd09d5b1,1343e8c76c454d69,5a9f01d23e48b76c
dd39104442b2660b,015b84362e18c823,f82d6a1b0e974c35
dd39104442b2660b,fc9ff6de8851b42d,4c7a3e5d8210fb69
dd39104442b2660b,437a5ec48076ed5f,9b2d6c0f53a1e478
dd39104442b2660b,a5d4495a9a8de644,1f6d3e7a50c8b294
dd39104442b2660b,3d3a1ac4e4fca85e,e12c8a57d930f476
dd39104442b2660b,aad1d485d5bf23b3,5a90f3c7e2481d6b
dd39104442b2660b,de3e7cf34fb8076d,8c3a27d5f091b46e
dd39104442b2660b,0647e9f7670b1b8f,6a1f83d9e0275c4b
dd39104442b2660b,46c544700961563f,c92e7a50d1834b65
dd39104442b2660b,6a87b8e36947c92d,3d97f2e0a4615c8b
dd39104442b2660b,a533406c476523de,57c8a2d9e013b64f
dd39104442b2660b,1e9f3df82508d44c,f0b34c6d7a25819e
dd39104442b2660b,17a2fa4e2eb77044,4e91d3c8f0275a6b
dd39104442b2660b,2da6756c9a30c038,8f62c9a1d37b405e
dd39104442b2660b,5018f42297a6c369,7b10c4d8f2e593a6
dd39104442b2660b,14d099c161cf3bea,e5a0f7b3d4912c6d
ee74527542b2660b,f63b0b2f7c48c85f,a1c3e57b84d309f6
ee74527542b2660b,f67d38dee48d641f,b3f805c9e2c64d1a
ee74527542b2660b,16f9cbf0d5f0e513,c7d1295f03ec6a42
ee74527542b2660b,430112d4d154a44f,e2097d4a1773b5f8
ee74527542b2660b,1c9b7a8801c65988,91d3b6a7f85c124e
ee74527542b2660b,0fd78ece486e8df4,f671b9c2093e45da
ee74527542b2660b,903d839e277ca6b9,a8d4d5f701e3426b
ee74527542b2660b,968c68d2315a8b10,c402b7a98e43d61f
ee74527542b2660b,a76d22eb46a882d2,d1e5c3a7842f7709
ee74527542b2660b,acba40bab03a4ffa,e4b6d1a7529c309f
ee74527542b2660b,17c2828310d5b53f,b7c9e3d6014f385a
ee74527542b2660b,1fc8a832c8b0e7eb,d803a9c6e572411b
ee74527542b2660b,77c348da88fc545f,f9cd21d4b8035e69
ee74527542b2660b,39337032678769de,c1d7a6f902e3k849
ee74527542b2660b,4cb33c4df7a6ad3d,d5e093c7b42e671f
ee74527542b2660b,99b92b9c4c483607,e6b3a5d1e94c3728
ee74527542b2660b,77032360e19b5c5d,c3d8a704e54b4691
ee74527542b2660b,e3931e02fc68d82d,a7c1e9d422f3586b
ee74527542b2660b,da9572d6f327dacc,d9e3bha70842c65f
ee74527542b2660b,b53ea15d2bf8cddf,b501c9g62734e89d
ff1285c87284171a,e3931e02fc68d82d,a1cse57b84d209f6
ff1285c87284171a,da9572d6f327dacc,b3f805c9e2z64d1a
ff1285c87284171a,5c522dea727d73ff,c7d1295o03e86a42
ff1285c87284171a,34bd8ab074e7b98a,e20f7d4a16c3b5f8
ff1285c87284171a,b53ea15d2bf8cddf,90d3b6a7g85c124e
ff1285c87284171a,b793a74d2b46a9e2,f671b7c2093e45da
ff1285c87284171a,acba40bab03a4ffa,a8d9c5f10ae3426b
ff1285c87284171a,759574f70a587583,c502d7a98e43d61f
ff1285c87284171a,2d1315b59416e860,d1e5c3a7u42f6709
ff1285c87284171a,4637d59c67fa381d,e4bpd1a7528c309f
ff1285c87284171a,48c8f81933b65fec,b7c9e3d6014f285a
ff1285c87284171a,a3b48d08bc213e18,d803a9c6e572419b
ff1285c87284171a,e95ebbd781fabcf6,f9c721d4b8035e69
ff1285c87284171a,d61fd8fe5c991ee6,c1d7a6f902e35849
ff1285c87284171a,098596e62af1dd37,d5e093c7b42a671f
ff1285c87284171a,03e31f7b56484c52,e6b3a5d1094c3728
ff1285c87284171a,c90b4854962bdf21,c3d8a704e52b4691
ff1285c87284171a,2900febd15740bcd,a7c1e9d402f3586b
ff1285c87284171a,251889e87627aad1,d9e3b1a70842c65f
ff1285c87284171a,03bcb22cc65703df,b501c9a62734e89d
ff1285c87284171a,f3666c5231ecb4cf,c2e715d48b369a1f
ff1285c87284171a,1343e8c76c454d69,e95c3a7186d204b7
gg365cc4dd09d5b1,015b84362e18c823,d8c431e7a59f204b
gg365cc4dd09d5b1,fc9ff6de8851b42d,a2e7b59c4d380176
gg365cc4dd09d5b1,437a5ec48076ed5f,e9f1023b7854c6d0
gg365cc4dd09d5b1,a5d4495a9a8de644,b3c784e6d5091f2a
gg365cc4dd09d5b1,3d3a1ac4e4fca85e,c7f219d8a604b357
gg365cc4dd09d5b1,aad1d485d5bf23b3,f1b6489d2375c082
gg365cc4dd09d5b1,de3e7cf34fb8076d,d403c2a8b79f581e
gg365cc4dd09d5b1,0647e9f7670b1b8f,e5b9f3478a206c91
gg365cc4dd09d5b1,46c544700961563f,b96c03e47f182d50
gg365cc4dd09d5b1,6a87b8e36947c92d,c80471d539a4e86f
gg365cc4dd09d5b1,a533406c476523de,d501e6f47c39820a
gg365cc4dd09d5b1,1e9f3df82508d44c,f08a13d7b695c4e2
gg365cc4dd09d5b1,17a2fa4e2eb77044,a64f8d3b20c5f198
gg365cc4dd09d5b1,2da6756c9a30c038,b27598a6d30f72c4
gg365cc4dd09d5b1,5018f42297a6c369,e95307dcfa2814b0
gg365cc4dd09d5b1,14d099c161cf3bea,c719f4b608d3a25e
hh295cc4dd09d5b1,f63b0b2f7c48c85f,e304b79d268fa152
hh295cc4dd09d5b1,f67d38dee48d641f,c70f21d593b8e406
hh295cc4dd09d5b1,16f9cbf0d5f0e513,b95108d237f46ca0
hh295cc4dd09d5b1,430112d4d154a44f,f30b4c72d9a85760
hh295cc4dd09d5b1,1c9b7a8801c65988,d582103bf78c6429
hh295cc4dd09d5b1,0fd78ece486e8df4,a705c3d92864b17e
hh295cc4dd09d5b1,903d839e277ca6b9,c98b742d60fae135
hh295cc4dd09d5b1,968c68d2315a8b10,e40f28d593a7c86b
hh295cc4dd09d5b1,a76d22eb46a882d2,b60d3417a958c70f
hh295cc4dd09d5b1,acba40bab03a4ffa,d3149b72e8f056ca
hh295cc4dd09d5b1,17c2828310d5b53f,e5827f64a3b109dc
hh295cc4dd09d5b1,1fc8a832c8b0e7eb,c07b29f8a513d462
hh295cc4dd09d5b1,77c348da88fc545f,f89c52b37e160a4d
hh295cc4dd09d5b1,39337032678769de,d51f7c80b6249a30
hh295cc4dd09d5b1,4cb33c4df7a6ad3d,b92750d3186a4ec5
hh295cc4dd09d5b1,99b92b9c4c483607,c8127f56b90da3e4
hh295cc4dd09d5b1,77032360e19b5c5d,e409b67d3f2508ca
hh295cc4dd09d5b1,e3931e02fc68d82d,f82a5b31d7c69040
hh295cc4dd09d5b1,da9572d6f327dacc,c305f68b2d71ea98
hh295cc4dd09d5b1,b53ea15d2bf8cddf,d1870b25c63948f
ii39104442b2660b,e3931e02fc68d82d,af7c84d19e080f82
ii39104442b2660b,da9572d6f327dacc,e2a64d78801f9927
ii39104442b2660b,5c522dea727d73ff,b25d23ec344bc9d1
ii39104442b2660b,34bd8ab074e7b98a,dc12be6f17b40423
ii39104442b2660b,b53ea15d2bf8cddf,5d8a1cd1c8b424d9
ii39104442b2660b,b793a74d2b46a9e2,ab1f1a7c1e21a18e
ii39104442b2660b,acba40bab03a4ffa,3a91badaeb876b58
ii39104442b2660b,759574f70a587583,f62fe44fd2635f8a
ii39104442b2660b,2d1315b59416e860,34bc609ae4692f8d
ii39104442b2660b,4637d59c67fa381d,49fe3d2dcb89c97d
ii39104442b2660b,48c8f81933b65fec,1220f869e32fce8b
ii39104442b2660b,a3b48d08bc213e18,881b39ff4c870779
ii39104442b2660b,e95ebbd781fabcf6,b0a3c30fffa8cc6f
ii39104442b2660b,d61fd8fe5c991ee6,90c8c0c0193c6e9e
ii39104442b2660b,098596e62af1dd37,ced471274ec1a9cd
ii39104442b2660b,03e31f7b56484c52,0fa0e5242c3b99fa
ii39104442b2660b,c90b4854962bdf21,bc032b15847cc63f
ii39104442b2660b,2900febd15740bcd,55b36468709c5ad2
ii39104442b2660b,251889e87627aad1,650e2065bb1e748a
ii39104442b2660b,03bcb22cc65703df,5e7fe30f1d4655c4
ii39104442b2660b,f3666c5231ecb4cf,3c54b157e3f8ed0b
ii39104442b2660b,1343e8c76c454d69,eadd5c27baf67b50
jj74527542b2660b,015b84362e18c823,df5e0c56acb875b9
jj74527542b2660b,fc9ff6de8851b42d,dc68fa283f052508
jj74527542b2660b,437a5ec48076ed5f,8b16e019ab3206b8
jj74527542b2660b,a5d4495a9a8de644,1bda9ecb45a21ac1
jj74527542b2660b,3d3a1ac4e4fca85e,8c2df536ba68e424
jj74527542b2660b,aad1d485d5bf23b3,4e2e1a4217d92fc1
jj74527542b2660b,de3e7cf34fb8076d,e87b53f03565805f
jj74527542b2660b,0647e9f7670b1b8f,d6943a177a8de7a5
jj74527542b2660b,46c544700961563f,e6b7cfa056ae8a37
jj74527542b2660b,6a87b8e36947c92d,25d44dbbe537f43e
jj74527542b2660b,a533406c476523de,7059d76e032b89f3
jj74527542b2660b,1e9f3df82508d44c,7c9c7e8a902634f7
jj74527542b2660b,17a2fa4e2eb77044,e9e087a170de3c0d
jj74527542b2660b,2da6756c9a30c038,f2077f2f2b3fc0b0
jj74527542b2660b,5018f42297a6c369,6dbb0cb748d8a126
jj74527542b2660b,14d099c161cf3bea,c3fa6a1633b2718e
kk365cc4dd09d5b1,f67d38dee48d641f,8f4d82cd077c94a2
kk365cc4dd09d5b1,16f9cbf0d5f0e513,49073e3d8b82d49d
kk365cc4dd09d5b1,430112d4d154a44f,30d4b0ebcc8a6b7e
kk365cc4dd09d5b1,1c9b7a8801c65988,adf7e5e20eb2c716
kk365cc4dd09d5b1,0fd78ece486e8df4,d1b6d8c179c95c8d
kk365cc4dd09d5b1,903d839e277ca6b9,71d76b2982067d32
kk365cc4dd09d5b1,968c68d2315a8b10,8f92e632ca48ee6c
kk365cc4dd09d5b1,a76d22eb46a882d2,3e5884c5d382ef46
kk365cc4dd09d5b1,acba40bab03a4ffa,220c60d52a0aa947
kk365cc4dd09d5b1,17c2828310d5b53f,8b1296e6a6072438
kk365cc4dd09d5b1,1fc8a832c8b0e7eb,ab5de9f732fa49c1
kk365cc4dd09d5b1,77c348da88fc545f,6790a25b0b7ac0a7
kk365cc4dd09d5b1,39337032678769de,e3db4a7b5f765062
kk365cc4dd09d5b1,4cb33c4df7a6ad3d,c4da9454c7fcbf3e
kk365cc4dd09d5b1,99b92b9c4c483607,614c4c4745346dbe
kk365cc4dd09d5b1,77032360e19b5c5d,e94d8f28232b4c8e
kk365cc4dd09d5b1,e3931e02fc68d82d,ae82f10b08346fd5
kk365cc4dd09d5b1,da9572d6f327dacc,16959e40302e3b25
kk365cc4dd09d5b1,b53ea15d2bf8cddf,4c0f64d97e5eb444
ll295cc4dd09d5b1,e3931e02fc68d82d,1d52ab75ae5e4156
ll295cc4dd09d5b1,da9572d6f327dacc,8262b9fbc38e0c5b
ll295cc4dd09d5b1,5c522dea727d73ff,b724c8c6c0361d0e
ll295cc4dd09d5b1,34bd8ab074e7b98a,5e0d6583781927a3
ll295cc4dd09d5b1,b53ea15d2bf8cddf,3d7e53e4b5c7b88a
ll295cc4dd09d5b1,b793a74d2b46a9e2,dbf91301ae8a36bc
ll295cc4dd09d5b1,acba40bab03a4ffa,1f429405f57615f9
ll295cc4dd09d5b1,759574f70a587583,5e2f3d4a8c8f83f1
ll295cc4dd09d5b1,2d1315b59416e860,fb134c7d21a1e146
ll295cc4dd09d5b1,4637d59c67fa381d,6fedd43f891a1fa7
ll295cc4dd09d5b1,48c8f81933b65fec,12c98eb5e51d69ab
ll295cc4dd09d5b1,a3b48d08bc213e18,d5a017fb20b39d49
ll295cc4dd09d5b1,e95ebbd781fabcf6,b57443210e8c7cb5
ll295cc4dd09d5b1,d61fd8fe5c991ee6,69b69e36c0f751c4
ll295cc4dd09d5b1,098596e62af1dd37,bd02295c689ff572
ll295cc4dd09d5b1,03e31f7b56484c52,6edb98b26f95bc49
ll295cc4dd09d5b1,c90b4854962bdf21,f0037880cb27f693
ll295cc4dd09d5b1,2900febd15740bcd,89c87364a0158b15
ll295cc4dd09d5b1,251889e87627aad1,3be3b7885a8a1232
ll295cc4dd09d5b1,03bcb22cc65703df,8f5cd5883c56a69e
ll295cc4dd09d5b1,f3666c5231ecb4cf,15ff1f93af0d1e0d
ll295cc4dd09d5b1,1343e8c76c454d69,94d2ccda43bc5823
mm39104442b2660b,015b84362e18c823,6e409aa20a3e4a37
mm39104442b2660b,fc9ff6de8851b42d,495c8594a22e19f5
mm39104442b2660b,437a5ec48076ed5f,4a907e0b61f4b14e
